cpd,km,protein,rsq,vmax
S1426,0.02,BM3 Heme WT,0.65,0.0
S1436,0.16,BM3 Heme WT,0.97,0.36
S1441,0.03,BM3 Heme WT,0.19,0.16
S1445,0.03,BM3 Heme WT,0.19,0.0
S1466,0.17,BM3 Heme WT,0.16,1.01
S1488,0.03,BM3 Heme WT,0.45,0.12
S1500,0.02,BM3 Heme WT,0.32,0.07
S1505,0.01,BM3 Heme WT,0.41,0.01
S1517,0.05,BM3 Heme WT,0.17,0.29
S1549,0.06,BM3 Heme WT,0.31,0.25
S1576,2.25,BM3 Heme WT,0.4,9.15
S1603,0.05,BM3 Heme WT,0.38,0.18
S1604,0.02,BM3 Heme WT,0.4,0.06
S1608,0.1,BM3 Heme WT,0.97,0.22
S1613,0.12,BM3 Heme WT,0.82,0.0
S1619,0.1,BM3 Heme WT,0.94,0.0
S1625,0.01,BM3 Heme WT,0.24,0.06
S1629,0.01,BM3 Heme WT,0.53,0.04
S1636,0.54,BM3 Heme WT,0.27,2.39
S1641,0.01,BM3 Heme WT,0.44,0.0
S1646,0.15,BM3 Heme WT,0.84,0.37
S1652,0.02,BM3 Heme WT,0.54,0.0
S1657,0.03,BM3 Heme WT,0.46,0.09
S1666,0.03,BM3 Heme WT,0.26,0.11
S1672,0.09,BM3 Heme WT,0.79,0.0
S1679,0.01,BM3 Heme WT,0.36,0.0
S1685,0.09,BM3 Heme WT,0.97,0.0
S1691,0.05,BM3 Heme WT,0.49,0.0
S1605,0.11,BM3 Heme WT,0.85,0.28
S1609,0.03,BM3 Heme WT,0.39,0.0
S1614,0.01,BM3 Heme WT,0.21,0.06
S1620,0.05,BM3 Heme WT,0.29,0.2
S1626,0.11,BM3 Heme WT,0.83,0.27
S1630,0.01,BM3 Heme WT,0.65,0.03
S1638,0.02,BM3 Heme WT,0.25,0.09
S1643,0.01,BM3 Heme WT,0.65,0.03
S1647,0.13,BM3 Heme WT,0.98,0.29
S1653,0.64,BM3 Heme WT,0.22,3.4
S1658,0.02,BM3 Heme WT,0.18,0.08
S1667,0.01,BM3 Heme WT,0.57,0.0
S1673,0.11,BM3 Heme WT,0.75,0.3
S1680,0.02,BM3 Heme WT,0.43,0.0
S1688,0.14,BM3 Heme WT,0.18,0.64
S1692,0.13,BM3 Heme WT,0.94,0.0
S1606,0.23,BM3 Heme WT,0.16,1.3
S1610,0.03,BM3 Heme WT,0.27,0.15
S1615,0.02,BM3 Heme WT,0.32,0.0
S1622,0.03,BM3 Heme WT,0.51,0.1
S1627,3.42,BM3 Heme WT,0.56,10.81
S1633,0.2,BM3 Heme WT,0.23,0.96
S1639,0.05,BM3 Heme WT,0.32,0.18
S1644,2.05,BM3 Heme WT,0.45,6.84
S1649,0.01,BM3 Heme WT,0.2,0.05
S1654,0.01,BM3 Heme WT,0.51,0.04
S1662,0.4,BM3 Heme WT,0.21,2.07
S1669,0.16,BM3 Heme WT,0.32,0.64
S1676,0.19,BM3 Heme WT,0.24,0.85
S1681,0.23,BM3 Heme WT,0.23,1.08
S1689,0.13,BM3 Heme WT,0.92,0.0
S1693,0.03,BM3 Heme WT,0.25,0.0
S1607,0.02,BM3 Heme WT,0.38,0.07
S1611,0.02,BM3 Heme WT,0.66,0.06
S1618,0.03,BM3 Heme WT,0.59,0.0
S1623,0.01,BM3 Heme WT,0.62,0.03
S1628,0.05,BM3 Heme WT,0.52,0.17
S1635,0.04,BM3 Heme WT,0.42,0.13
S1640,0.17,BM3 Heme WT,0.15,1.0
S1645,0.13,BM3 Heme WT,0.74,0.34
S1651,0.01,BM3 Heme WT,0.54,0.0
S1655,0.28,BM3 Heme WT,0.22,1.4
S1665,0.3,BM3 Heme WT,0.2,1.55
S1671,0.07,BM3 Heme WT,0.13,0.45
S1677,0.03,BM3 Heme WT,0.28,0.0
S1683,0.03,BM3 Heme WT,0.35,0.11
S1690,0.23,BM3 Heme WT,0.32,0.99
S1696,0.04,BM3 Heme WT,0.2,0.0
S1701,0.1,BM3 Heme WT,0.79,0.26
S1705,0.08,BM3 Heme WT,0.15,0.49
S1712,0.1,BM3 Heme WT,0.85,0.26
S1716,0.1,BM3 Heme WT,0.84,0.0
S1723,0.16,BM3 Heme WT,0.7,0.43
S1702,0.11,BM3 Heme WT,0.86,0.26
S1706,0.02,BM3 Heme WT,0.35,0.0
S1713,0.02,BM3 Heme WT,0.67,0.0
S1718,0.03,BM3 Heme WT,0.57,0.0
S1725,0.05,BM3 Heme WT,0.45,0.0
S1703,0.02,BM3 Heme WT,0.38,0.0
S1708,0.03,BM3 Heme WT,0.4,0.0
S1714,0.03,BM3 Heme WT,0.25,0.0
S1719,0.04,BM3 Heme WT,0.4,0.0
S1704,0.01,BM3 Heme WT,0.19,0.04
S1709,0.09,BM3 Heme WT,0.1,0.66
S1715,0.01,BM3 Heme WT,0.27,0.06
S1721,0.09,BM3 Heme WT,0.3,0.35
S1878,0.03,BM3 Heme WT,0.55,0.08
S1884,0.07,BM3 Heme WT,0.37,0.28
S1891,0.09,BM3 Heme WT,0.8,0.0
S1897,0.01,BM3 Heme WT,0.36,0.0
S1903,0.09,BM3 Heme WT,0.92,0.0
S1908,0.17,BM3 Heme WT,0.71,0.47
S1914,0.3,BM3 Heme WT,0.19,1.66
S1920,0.14,BM3 Heme WT,0.83,0.33
S1933,0.02,BM3 Heme WT,0.37,0.09
S1941,0.12,BM3 Heme WT,0.96,0.06
S1957,0.04,BM3 Heme WT,0.63,0.12
S1962,0.03,BM3 Heme WT,0.51,0.09
S1971,0.07,BM3 Heme WT,0.9,0.0
S1978,0.05,BM3 Heme WT,0.55,0.0
S1988,0.06,BM3 Heme WT,0.78,0.15
S2003,0.12,BM3 Heme WT,0.7,0.0
S1880,0.02,BM3 Heme WT,0.69,0.0
S1885,0.45,BM3 Heme WT,0.25,2.09
S1894,0.02,BM3 Heme WT,0.5,0.0
S1898,0.02,BM3 Heme WT,0.4,0.0
S1904,1.05,BM3 Heme WT,0.18,6.33
S1909,0.12,BM3 Heme WT,0.93,0.0
S1915,0.11,BM3 Heme WT,0.76,0.3
S1921,0.05,BM3 Heme WT,0.49,0.15
S1934,0.1,BM3 Heme WT,0.31,0.4
S1949,0.02,BM3 Heme WT,0.36,0.09
S1958,0.03,BM3 Heme WT,0.33,0.0
S1964,0.12,BM3 Heme WT,0.95,0.27
S1972,1.0,BM3 Heme WT,0.34,4.1
S1979,1.1,BM3 Heme WT,0.34,4.65
S1992,0.12,BM3 Heme WT,0.62,0.33
S2005,0.02,BM3 Heme WT,0.4,0.0
S1881,0.02,BM3 Heme WT,0.26,0.08
S1888,0.02,BM3 Heme WT,0.33,0.0
S1895,1.03,BM3 Heme WT,0.39,3.98
S1899,0.01,BM3 Heme WT,0.31,0.06
S1905,0.29,BM3 Heme WT,0.26,1.28
S1910,0.43,BM3 Heme WT,0.21,2.29
S1916,0.04,BM3 Heme WT,0.68,0.0
S1928,0.16,BM3 Heme WT,0.9,0.39
S1937,0.03,BM3 Heme WT,0.28,0.14
S1952,0.04,BM3 Heme WT,0.36,0.12
S1959,0.13,BM3 Heme WT,0.87,0.0
S1965,0.15,BM3 Heme WT,0.89,0.0
S1974,0.04,BM3 Heme WT,0.26,0.17
S1983,0.02,BM3 Heme WT,0.4,0.0
S1994,0.7,BM3 Heme WT,0.34,2.82
S2006,0.02,BM3 Heme WT,0.5,0.0
S1883,0.03,BM3 Heme WT,0.36,0.0
S1890,0.03,BM3 Heme WT,0.36,0.11
S1896,0.01,BM3 Heme WT,0.18,0.07
S1902,0.42,BM3 Heme WT,0.31,1.81
S1907,0.03,BM3 Heme WT,0.34,0.0
S1913,0.15,BM3 Heme WT,0.97,0.0
S1917,0.37,BM3 Heme WT,0.38,1.34
S1929,0.15,BM3 Heme WT,0.96,0.33
S1940,0.03,BM3 Heme WT,0.38,0.09
S1956,0.51,BM3 Heme WT,0.23,2.35
S1960,0.12,BM3 Heme WT,0.63,0.0
S1969,0.14,BM3 Heme WT,0.89,0.0
S1975,0.55,BM3 Heme WT,0.24,2.77
S1987,0.22,BM3 Heme WT,0.4,0.81
S2001,0.32,BM3 Heme WT,0.48,1.14
S2007,0.16,BM3 Heme WT,0.22,0.75
S2011,0.02,BM3 Heme WT,0.25,0.0
S2020,0.02,BM3 Heme WT,0.21,0.0
S2026,0.02,BM3 Heme WT,0.25,0.09
S2031,0.72,BM3 Heme WT,0.25,3.43
S2037,0.12,BM3 Heme WT,0.1,0.83
S2043,0.02,BM3 Heme WT,0.47,0.06
S2047,0.01,BM3 Heme WT,0.45,0.0
S2054,0.14,BM3 Heme WT,0.86,0.35
S2059,0.12,BM3 Heme WT,0.93,0.0
S2064,0.02,BM3 Heme WT,0.28,0.06
S2069,0.43,BM3 Heme WT,0.21,2.29
S2078,0.01,BM3 Heme WT,0.65,0.0
S2084,0.03,BM3 Heme WT,0.19,0.14
S2090,0.01,BM3 Heme WT,0.69,0.0
S2097,0.09,BM3 Heme WT,0.21,0.45
S2102,0.02,BM3 Heme WT,0.34,0.08
S2015,0.01,BM3 Heme WT,0.46,0.02
S2021,0.07,BM3 Heme WT,0.16,0.39
S2028,0.03,BM3 Heme WT,0.32,0.11
S2032,0.02,BM3 Heme WT,0.3,0.06
S2038,0.02,BM3 Heme WT,0.22,0.1
S2044,0.03,BM3 Heme WT,0.36,0.0
S2051,0.03,BM3 Heme WT,0.5,0.0
S2055,0.01,BM3 Heme WT,0.53,0.0
S2060,0.01,BM3 Heme WT,0.19,0.06
S2065,0.0,BM3 Heme WT,0.31,0.02
S2074,0.02,BM3 Heme WT,0.24,0.0
S2079,0.03,BM3 Heme WT,0.65,0.0
S2085,0.02,BM3 Heme WT,0.8,0.05
S2091,0.02,BM3 Heme WT,0.37,0.07
S2098,0.01,BM3 Heme WT,0.54,0.0
S2103,0.01,BM3 Heme WT,0.89,0.0
S2016,0.02,BM3 Heme WT,0.55,0.0
S2024,0.02,BM3 Heme WT,0.46,0.06
S2029,0.03,BM3 Heme WT,0.2,0.0
S2035,5.01,BM3 Heme WT,0.69,13.09
S2040,1.72,BM3 Heme WT,0.39,6.96
S2045,0.02,BM3 Heme WT,0.38,0.0
S2052,0.02,BM3 Heme WT,0.44,0.08
S2057,0.04,BM3 Heme WT,0.5,0.13
S2061,0.01,BM3 Heme WT,0.41,0.05
S2066,0.02,BM3 Heme WT,0.27,0.06
S2075,0.17,BM3 Heme WT,0.39,0.63
S2080,0.53,BM3 Heme WT,0.25,2.58
S2086,0.02,BM3 Heme WT,0.22,0.11
S2092,0.03,BM3 Heme WT,0.36,0.0
S2099,0.02,BM3 Heme WT,0.42,0.08
S2104,0.02,BM3 Heme WT,0.32,0.0
S2017,0.53,BM3 Heme WT,0.28,2.35
S2025,0.07,BM3 Heme WT,0.48,0.19
S2030,0.52,BM3 Heme WT,0.23,2.68
S2036,0.02,BM3 Heme WT,0.2,0.0
S2041,0.02,BM3 Heme WT,0.28,0.06
S2046,0.02,BM3 Heme WT,0.18,0.0
S2053,0.01,BM3 Heme WT,0.24,0.0
S2058,0.04,BM3 Heme WT,0.17,0.0
S2062,0.01,BM3 Heme WT,0.34,0.0
S2067,0.03,BM3 Heme WT,0.3,0.0
S2077,0.01,BM3 Heme WT,0.5,0.03
S2082,0.04,BM3 Heme WT,0.23,0.2
S2087,0.01,BM3 Heme WT,0.6,0.0
S2096,0.02,BM3 Heme WT,0.17,0.0
S2101,0.01,BM3 Heme WT,0.33,0.03
S2108,1.23,BM3 Heme WT,0.43,4.44
S2109,0.05,BM3 Heme WT,0.59,0.0
S2116,0.02,BM3 Heme WT,0.29,0.0
S2121,0.61,BM3 Heme WT,0.3,2.7
S2126,0.37,BM3 Heme WT,0.17,2.18
S2131,0.01,BM3 Heme WT,0.55,0.0
S2169,0.01,BM3 Heme WT,0.46,0.05
S2217,0.02,BM3 Heme WT,0.21,0.0
S2233,0.12,BM3 Heme WT,0.94,0.0
S2328,0.51,BM3 Heme WT,0.21,2.64
S2408,0.11,BM3 Heme WT,0.14,0.65
S2412,0.82,BM3 Heme WT,0.38,3.26
S2451,0.12,BM3 Heme WT,0.95,0.28
S2455,1.83,BM3 Heme WT,0.45,6.81
S2459,0.02,BM3 Heme WT,0.4,0.0
S2467,0.11,BM3 Heme WT,0.87,0.0
S2475,0.04,BM3 Heme WT,0.63,0.0
S2111,0.04,BM3 Heme WT,0.59,0.0
S2118,0.2,BM3 Heme WT,0.21,0.99
S2123,0.03,BM3 Heme WT,0.56,0.0
S2127,0.38,BM3 Heme WT,0.21,1.93
S2152,0.03,BM3 Heme WT,0.25,0.0
S2199,0.15,BM3 Heme WT,0.91,0.35
S2221,0.03,BM3 Heme WT,0.45,0.0
S2240,0.34,BM3 Heme WT,0.22,1.69
S2376,0.02,BM3 Heme WT,0.7,0.0
S2409,0.02,BM3 Heme WT,0.61,0.0
S2413,0.04,BM3 Heme WT,0.49,0.0
S2452,0.03,BM3 Heme WT,0.24,0.0
S2456,0.03,BM3 Heme WT,0.24,0.0
S2460,0.05,BM3 Heme WT,0.73,0.0
S2468,0.1,BM3 Heme WT,0.3,0.45
S2476,0.02,BM3 Heme WT,0.74,0.0
S2113,0.01,BM3 Heme WT,0.56,0.03
S2119,0.04,BM3 Heme WT,0.57,0.0
S2124,0.01,BM3 Heme WT,0.71,0.0
S2128,0.53,BM3 Heme WT,0.2,2.87
S2154,0.01,BM3 Heme WT,0.14,0.07
S2205,0.02,BM3 Heme WT,0.46,0.08
S2225,0.01,BM3 Heme WT,0.64,0.04
S2264,0.03,BM3 Heme WT,0.62,0.0
S2381,0.02,BM3 Heme WT,0.57,0.0
S2410,0.02,BM3 Heme WT,0.29,0.0
S2443,0.01,BM3 Heme WT,0.11,0.04
S2453,0.15,BM3 Heme WT,0.32,0.6
S2457,0.35,BM3 Heme WT,0.32,1.45
S2461,0.02,BM3 Heme WT,0.38,0.07
S2470,0.04,BM3 Heme WT,0.32,0.15
S2479,0.04,BM3 Heme WT,0.94,0.06
S2114,0.01,BM3 Heme WT,0.45,0.03
S2120,0.03,BM3 Heme WT,0.49,0.0
S2125,0.01,BM3 Heme WT,0.89,0.02
S2130,0.03,BM3 Heme WT,0.3,0.15
S2159,0.06,BM3 Heme WT,0.4,0.21
S2215,0.02,BM3 Heme WT,0.14,0.0
S2229,0.02,BM3 Heme WT,0.15,0.08
S2293,0.34,BM3 Heme WT,0.39,1.27
S2393,0.01,BM3 Heme WT,0.55,0.04
S2411,0.01,BM3 Heme WT,0.29,0.0
S2446,0.11,BM3 Heme WT,0.64,0.33
S2454,0.11,BM3 Heme WT,0.86,0.0
S2458,0.02,BM3 Heme WT,0.14,0.12
S2466,0.07,BM3 Heme WT,0.2,0.36
S2471,0.02,BM3 Heme WT,0.26,0.0
S2480,0.03,BM3 Heme WT,0.28,0.0
S2481,0.02,BM3 Heme WT,0.6,0.05
S2487,0.01,BM3 Heme WT,0.35,0.0
S2493,0.04,BM3 Heme WT,0.52,0.11
S2497,0.02,BM3 Heme WT,0.83,0.04
S2503,0.01,BM3 Heme WT,0.48,0.0
S2508,0.11,BM3 Heme WT,0.93,0.0
S2515,0.05,BM3 Heme WT,0.58,0.13
S2521,0.38,BM3 Heme WT,0.26,1.74
S2527,0.05,BM3 Heme WT,0.14,0.31
S2534,0.22,BM3 Heme WT,0.14,1.37
S2538,0.06,BM3 Heme WT,0.75,0.16
S2545,0.01,BM3 Heme WT,0.24,0.04
S2551,0.5,BM3 Heme WT,0.3,2.1
S2556,0.03,BM3 Heme WT,0.56,0.0
S2561,0.01,BM3 Heme WT,0.46,0.0
S2567,0.09,BM3 Heme WT,0.19,0.46
S2484,0.02,BM3 Heme WT,0.3,0.0
S2489,0.02,BM3 Heme WT,0.26,0.0
S2494,0.1,BM3 Heme WT,0.15,0.56
S2499,0.02,BM3 Heme WT,0.49,0.0
S2504,0.05,BM3 Heme WT,0.31,0.0
S2509,0.02,BM3 Heme WT,0.32,0.08
S2516,1.77,BM3 Heme WT,0.34,7.57
S2522,0.02,BM3 Heme WT,0.33,0.0
S2528,0.01,BM3 Heme WT,0.4,0.0
S2535,0.03,BM3 Heme WT,0.26,0.0
S2541,0.04,BM3 Heme WT,0.37,0.14
S2547,0.04,BM3 Heme WT,0.38,0.0
S2552,0.55,BM3 Heme WT,0.23,2.72
S2557,0.02,BM3 Heme WT,0.28,0.0
S2564,0.03,BM3 Heme WT,0.27,0.0
S2569,0.01,BM3 Heme WT,0.38,0.03
S2485,0.01,BM3 Heme WT,0.75,0.02
S2491,0.81,BM3 Heme WT,0.24,4.13
S2495,0.01,BM3 Heme WT,0.21,0.02
S2500,0.02,BM3 Heme WT,0.38,0.06
S2505,0.16,BM3 Heme WT,1.0,0.07
S2510,0.02,BM3 Heme WT,0.46,0.0
S2517,0.02,BM3 Heme WT,0.4,0.06
S2524,0.05,BM3 Heme WT,0.12,0.31
S2529,0.02,BM3 Heme WT,0.26,0.0
S2536,0.32,BM3 Heme WT,0.24,1.49
S2542,0.86,BM3 Heme WT,0.26,4.21
S2549,0.03,BM3 Heme WT,0.39,0.1
S2553,0.01,BM3 Heme WT,0.6,0.04
S2559,0.02,BM3 Heme WT,0.33,0.0
S2565,0.01,BM3 Heme WT,0.45,0.05
S2570,0.02,BM3 Heme WT,0.41,0.0
S2486,0.01,BM3 Heme WT,0.34,0.03
S2492,0.03,BM3 Heme WT,0.22,0.13
S2496,0.01,BM3 Heme WT,0.87,0.03
S2502,0.02,BM3 Heme WT,0.42,0.06
S2506,0.02,BM3 Heme WT,0.68,0.0
S2512,0.03,BM3 Heme WT,0.38,0.0
S2519,0.54,BM3 Heme WT,0.22,2.63
S2525,0.32,BM3 Heme WT,0.22,1.38
S2533,0.25,BM3 Heme WT,0.29,1.07
S2537,0.02,BM3 Heme WT,0.19,0.0
S2543,0.01,BM3 Heme WT,0.23,0.06
S2550,0.1,BM3 Heme WT,0.15,0.62
S2555,1.45,BM3 Heme WT,0.5,4.96
S2560,0.02,BM3 Heme WT,0.32,0.0
S2566,0.01,BM3 Heme WT,0.52,0.0
S2573,0.02,BM3 Heme WT,0.26,0.0
S1005,0.02,BM3 Heme 1YQP,0.31,0.08
S1021,0.14,BM3 Heme 1YQP,0.18,0.72
S1028,0.03,BM3 Heme 1YQP,0.32,0.12
S1039,0.04,BM3 Heme 1YQP,0.77,0.1
S1046,0.23,BM3 Heme 1YQP,0.97,0.0
S1082,0.06,BM3 Heme 1YQP,0.49,0.18
S1144,0.21,BM3 Heme 1YQP,0.9,0.0
S1166,0.22,BM3 Heme 1YQP,0.98,0.0
S1188,0.01,BM3 Heme 1YQP,0.3,0.06
S1193,0.25,BM3 Heme 1YQP,0.95,0.1
S1199,0.03,BM3 Heme 1YQP,0.41,0.12
S1206,0.23,BM3 Heme 1YQP,0.79,0.0
S1212,0.23,BM3 Heme 1YQP,0.94,0.0
S1221,0.28,BM3 Heme 1YQP,0.83,0.75
S1225,0.02,BM3 Heme 1YQP,0.38,0.0
S1231,0.23,BM3 Heme 1YQP,0.68,0.0
S1011,0.05,BM3 Heme 1YQP,0.15,0.29
S1023,0.04,BM3 Heme 1YQP,0.41,0.0
S1029,0.03,BM3 Heme 1YQP,0.3,0.0
S1040,0.16,BM3 Heme 1YQP,0.11,1.06
S1047,0.21,BM3 Heme 1YQP,0.91,0.46
S1119,0.31,BM3 Heme 1YQP,0.22,1.55
S1148,0.29,BM3 Heme 1YQP,0.5,1.05
S1168,0.04,BM3 Heme 1YQP,0.32,0.0
S1189,0.01,BM3 Heme 1YQP,0.16,0.07
S1196,0.02,BM3 Heme 1YQP,0.3,0.08
S1200,0.02,BM3 Heme 1YQP,0.21,0.1
S1208,0.01,BM3 Heme 1YQP,0.21,0.0
S1213,0.23,BM3 Heme 1YQP,0.88,0.0
S1222,0.26,BM3 Heme 1YQP,0.9,0.38
S1227,0.24,BM3 Heme 1YQP,0.87,0.57
S1233,0.02,BM3 Heme 1YQP,0.57,0.06
S1013,0.02,BM3 Heme 1YQP,0.35,0.06
S1025,0.03,BM3 Heme 1YQP,0.37,0.11
S1033,0.04,BM3 Heme 1YQP,0.22,0.0
S1042,0.04,BM3 Heme 1YQP,0.19,0.0
S1064,0.17,BM3 Heme 1YQP,0.14,1.05
S1120,0.2,BM3 Heme 1YQP,0.29,0.79
S1150,0.04,BM3 Heme 1YQP,0.4,0.0
S1178,0.23,BM3 Heme 1YQP,0.23,1.08
S1190,0.24,BM3 Heme 1YQP,0.87,0.61
S1197,0.29,BM3 Heme 1YQP,0.99,0.51
S1202,0.24,BM3 Heme 1YQP,0.98,0.0
S1209,0.25,BM3 Heme 1YQP,1.0,0.51
S1214,0.03,BM3 Heme 1YQP,0.6,0.09
S1223,0.25,BM3 Heme 1YQP,0.87,0.62
S1228,0.26,BM3 Heme 1YQP,0.95,0.39
S1235,0.02,BM3 Heme 1YQP,0.32,0.0
S1014,0.13,BM3 Heme 1YQP,0.2,0.68
S1026,0.04,BM3 Heme 1YQP,0.25,0.18
S1035,0.02,BM3 Heme 1YQP,0.23,0.11
S1044,0.04,BM3 Heme 1YQP,0.4,0.0
S1068,0.04,BM3 Heme 1YQP,0.15,0.22
S1137,0.26,BM3 Heme 1YQP,0.96,0.0
S1156,0.04,BM3 Heme 1YQP,0.6,0.0
S1185,0.6,BM3 Heme 1YQP,0.22,2.98
S1191,0.3,BM3 Heme 1YQP,0.98,0.0
S1198,0.05,BM3 Heme 1YQP,0.34,0.0
S1204,0.26,BM3 Heme 1YQP,0.99,0.0
S1210,0.04,BM3 Heme 1YQP,0.21,0.21
S1218,0.29,BM3 Heme 1YQP,0.99,0.0
S1224,0.27,BM3 Heme 1YQP,0.94,0.47
S1229,0.29,BM3 Heme 1YQP,0.99,0.0
S1237,0.27,BM3 Heme 1YQP,0.94,0.56
S2574,0.21,BM3 Heme 1YQP,0.91,0.0
S2581,0.02,BM3 Heme 1YQP,0.39,0.08
S2586,0.02,BM3 Heme 1YQP,0.28,0.06
S2594,0.23,BM3 Heme 1YQP,0.94,0.0
S2602,0.04,BM3 Heme 1YQP,0.45,0.13
S2576,0.22,BM3 Heme 1YQP,0.93,0.0
S2583,0.01,BM3 Heme 1YQP,0.3,0.0
S2589,0.25,BM3 Heme 1YQP,0.96,0.0
S2596,0.6,BM3 Heme 1YQP,0.44,2.13
S2603,0.01,BM3 Heme 1YQP,0.31,0.0
S2577,0.02,BM3 Heme 1YQP,0.32,0.0
S2584,0.2,BM3 Heme 1YQP,0.21,1.02
S2590,0.03,BM3 Heme 1YQP,0.26,0.0
S2599,0.06,BM3 Heme 1YQP,0.54,0.18
S2579,4.83,BM3 Heme 1YQP,0.68,13.07
S2585,0.03,BM3 Heme 1YQP,0.36,0.0
S2593,0.49,BM3 Heme 1YQP,0.45,1.78
S2601,0.03,BM3 Heme 1YQP,0.2,0.0
S3149,0.2,BM3 Heme 1YQP,0.18,1.08
S3155,0.23,BM3 Heme 1YQP,0.97,0.5
S3163,0.22,BM3 Heme 1YQP,0.7,0.64
S3173,0.07,BM3 Heme 1YQP,0.97,0.0
S3179,0.04,BM3 Heme 1YQP,0.73,0.0
S3186,0.2,BM3 Heme 1YQP,0.91,0.48
S3196,0.22,BM3 Heme 1YQP,0.86,0.52
S3202,0.24,BM3 Heme 1YQP,0.8,0.65
S3212,0.22,BM3 Heme 1YQP,0.84,0.53
S4007,0.23,BM3 Heme 1YQP,0.77,0.63
S4012,0.04,BM3 Heme 1YQP,0.48,0.14
S4017,0.04,BM3 Heme 1YQP,0.23,0.0
S4022,0.03,BM3 Heme 1YQP,0.32,0.0
S4026,0.05,BM3 Heme 1YQP,0.7,0.0
S4035,0.06,BM3 Heme 1YQP,0.6,0.0
S4040,0.07,BM3 Heme 1YQP,0.52,0.0
S3150,0.2,BM3 Heme 1YQP,0.99,0.06
S3160,0.12,BM3 Heme 1YQP,0.3,0.5
S3167,0.57,BM3 Heme 1YQP,0.31,2.48
S3175,0.25,BM3 Heme 1YQP,0.88,0.63
S3181,0.23,BM3 Heme 1YQP,0.87,0.29
S3188,0.2,BM3 Heme 1YQP,0.88,0.0
S3199,0.23,BM3 Heme 1YQP,0.99,0.0
S3204,0.03,BM3 Heme 1YQP,0.52,0.07
S4000,0.12,BM3 Heme 1YQP,0.2,0.65
S4009,0.25,BM3 Heme 1YQP,0.79,0.64
S4014,0.04,BM3 Heme 1YQP,0.39,0.12
S4019,0.25,BM3 Heme 1YQP,0.14,1.53
S4023,0.05,BM3 Heme 1YQP,0.39,0.0
S4027,0.03,BM3 Heme 1YQP,0.43,0.0
S4037,0.02,BM3 Heme 1YQP,0.48,0.0
S4041,2.04,BM3 Heme 1YQP,0.44,7.74
S3151,0.04,BM3 Heme 1YQP,0.26,0.0
S3161,0.34,BM3 Heme 1YQP,0.21,1.71
S3170,0.05,BM3 Heme 1YQP,0.36,0.0
S3176,0.27,BM3 Heme 1YQP,0.96,0.0
S3183,0.01,BM3 Heme 1YQP,0.45,0.0
S3189,0.02,BM3 Heme 1YQP,0.26,0.06
S3200,0.05,BM3 Heme 1YQP,0.42,0.0
S3208,0.06,BM3 Heme 1YQP,0.83,0.0
S4003,0.04,BM3 Heme 1YQP,0.49,0.0
S4010,0.03,BM3 Heme 1YQP,0.79,0.0
S4015,0.02,BM3 Heme 1YQP,0.21,0.09
S4020,0.03,BM3 Heme 1YQP,0.43,0.1
S4024,0.03,BM3 Heme 1YQP,0.25,0.0
S4031,0.04,BM3 Heme 1YQP,0.51,0.13
S4038,0.01,BM3 Heme 1YQP,0.32,0.05
S4042,0.02,BM3 Heme 1YQP,0.57,0.0
S3154,0.49,BM3 Heme 1YQP,0.28,2.2
S3162,0.03,BM3 Heme 1YQP,0.28,0.11
S3172,0.04,BM3 Heme 1YQP,0.42,0.11
S3178,0.09,BM3 Heme 1YQP,0.34,0.39
S3185,0.06,BM3 Heme 1YQP,0.24,0.29
S3195,0.26,BM3 Heme 1YQP,0.92,0.16
S3201,0.22,BM3 Heme 1YQP,0.13,1.5
S3209,0.25,BM3 Heme 1YQP,0.93,0.58
S4004,0.26,BM3 Heme 1YQP,0.95,0.58
S4011,0.25,BM3 Heme 1YQP,0.97,0.07
S4016,0.03,BM3 Heme 1YQP,0.38,0.0
S4021,1.04,BM3 Heme 1YQP,0.45,3.87
S4025,0.02,BM3 Heme 1YQP,0.27,0.07
S4034,0.25,BM3 Heme 1YQP,0.96,0.55
S4039,0.02,BM3 Heme 1YQP,0.22,0.11
S4043,0.03,BM3 Heme 1YQP,0.54,0.0
S4044,0.13,BM3 Heme 1YQP,0.34,0.29
S4048,0.23,BM3 Heme 1YQP,0.95,0.31
S4053,0.09,BM3 Heme 1YQP,0.16,0.53
S4058,0.03,BM3 Heme 1YQP,0.23,0.12
S4063,0.28,BM3 Heme 1YQP,0.9,0.67
S4070,0.2,BM3 Heme 1YQP,0.93,0.0
S4075,0.02,BM3 Heme 1YQP,0.67,0.06
S4079,0.02,BM3 Heme 1YQP,0.36,0.0
S4084,0.23,BM3 Heme 1YQP,0.29,1.0
S4089,0.19,BM3 Heme 1YQP,0.17,1.08
S4096,0.2,BM3 Heme 1YQP,0.93,0.08
S4101,0.12,BM3 Heme 1YQP,0.22,0.61
S4106,1.39,BM3 Heme 1YQP,0.47,4.28
S4116,0.29,BM3 Heme 1YQP,0.74,0.84
S4132,0.03,BM3 Heme 1YQP,0.51,0.0
S4144,0.22,BM3 Heme 1YQP,0.94,0.0
S4045,0.21,BM3 Heme 1YQP,0.9,0.0
S4049,0.23,BM3 Heme 1YQP,0.91,0.58
S4054,0.05,BM3 Heme 1YQP,0.15,0.31
S4059,0.23,BM3 Heme 1YQP,0.85,0.59
S4064,0.02,BM3 Heme 1YQP,0.41,0.06
S4072,0.03,BM3 Heme 1YQP,0.17,0.0
